"State","County.Name","B_armed","B_unarmed","H_armed","H_unarmed","W_armed","W_unarmed","src.wapo","SortGADMintoPrevOrder","SortGADMintoGADMintoGADMorder","County.FIPS.Code","FIPS","DMA","WeaponsBlack.sum","WeaponsWhite.sum","AssaultsBlack.sum","AssaultsWhite.sum","county","CountyName","ID","TOT_POP","TOT_MALE","TOT_FEMALE","WA_TOT","BAC_TOT","H_TOT","Pct.Uninsured","Median.Income","Gini","Pct.Living.in.Poverty","Pct.HS.Education","PercentSlaveOwningFarms","NSlavesPerCounty","ID.1","FBIDataToRight","VictimsOfHateCrimes","MURDER","AGASSLT","USPSDToRight","BlackArmed","BlackUnarmed","HispanicArmed","HispanicUnarmed","WhiteArmed","WhiteUnarmed","State.1","RandID","SouthernLawCenterDataToRight","Arson","Assault","Bombing","Cross.Burnings","Harassment","Intelligence","Intimidation","Leafletting","Legal.Developments","Murder","Rally","Threat","Vandalism","BayesianPosterior","ModelID","m.log.RR_Black_Unarmed_Versus_White_Unarmed","sd.log.RR_Black_Unarmed_Versus_White_Unarmed"
"IN","Jefferson County",0,0,0,0,0,1,"wapo",736,734,18077,18077,50,NA,NA,NA,NA,"Jefferson","Jefferson","INJefferson",32428,15634,16794,31161,781,755,16.5,41654,0.423,15.9,83.8,NA,NA,"IN077","FBIDataToRight",NA,1,27,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.584804093614424,1.18065474197441
"IN","Marion County",6,1,0,0,3,1,"wapo",746,745,18097,18097,25,NA,NA,NA,NA,"Marion","Marion","INMarion",903393,435687,467706,611375,260817,84466,19.9,39393,0.46,20.8,84,NA,NA,"IN097","FBIDataToRight",NA,92,2582,"USPSDToRight",0,0,0,0,2,0,"IN",14,"SouthernLawCenterDataToRight",1,0,0,0,0,0,0,2,1,0,1,0,0,"BayesianPosterior",99,1.20659264751061,0.828363319593311
"IN","Orange County",0,0,1,0,0,0,"wapo",756,755,18117,18117,50,NA,NA,0,18,"Orange","Orange","INOrange",19840,9861,9979,19316,246,194,17.7,35999,0.438,17.5,78.7,NA,NA,"IN117","FBIDataToRight",NA,0,14,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.59112746540217,1.16163369709615
"IN","Shelby County",0,0,0,0,1,0,"wapo",770,769,18145,18145,25,NA,NA,2,11,"Shelby","Shelby","INShelby",44436,22020,22416,43116,663,1647,16.7,46619,0.436,12.8,85.9,NA,NA,"IN145","FBIDataToRight",NA,0,12,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.23100577224907,1.08076080754699
"IN","Vanderburgh County",0,0,0,0,1,0,"wapo",779,778,18163,18163,99,26,30,41,50,"Vanderburgh","Vanderburgh","INVanderburgh",179703,86671,93032,156667,19205,3873,15.1,41024,0.455,16.9,87.1,NA,NA,"IN163","FBIDataToRight",NA,5,142,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.6234737018922,1.0336912975462
"IN","Vigo County",0,0,0,0,0,1,"wapo",781,780,18167,18167,146,12,17,17,41,"Vigo","Vigo","INVigo",107848,54545,53303,95857,8960,2469,17.6,39089,0.452,19.1,84.8,NA,NA,"IN167","FBIDataToRight",NA,3,38,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.890486682910808,1.13265741765905
"IN","White County",1,0,0,0,0,0,"wapo",788,787,18181,18181,25,0,1,0,12,"White","White","INWhite",24643,12120,12523,24072,175,1746,19.4,43487,0.381,12.2,86.8,NA,NA,"IN181","FBIDataToRight",NA,0,35,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.52636038239422,1.14446773273643
"KS","Butler County",0,0,0,0,1,0,"wapo",896,895,20015,20015,66,1,11,4,38,"Butler","Butler","KSButler",65880,33178,32702,62264,1465,2602,13.7,55182,0.418,9.1,91.9,NA,NA,"KS015","FBIDataToRight",NA,2,48,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.28729056383446,1.09717668652361
"KS","Harvey County",1,0,0,0,0,0,"wapo",928,927,20079,20079,66,0,6,3,39,"Harvey","Harvey","KSHarvey",34684,16937,17747,32813,900,3747,15.5,46941,0.402,10.1,90.4,NA,NA,"KS079","FBIDataToRight",1,1,47,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.60624511862273,1.16572317316521
"KS","Johnson County",0,0,0,0,1,0,"wapo",934,933,20091,20091,33,6,32,13,60,"Johnson","Johnson","KSJohnson",544179,265733,278446,482169,29434,38949,10.6,71389,0.427,6.6,95.6,NA,NA,"KS091","FBIDataToRight",4,15,524,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.19540228498048,1.01650662111658
"KS","McPherson County",0,0,0,0,0,1,"wapo",945,944,20113,20113,66,0,0,2,6,"Mcpherson","McPherson","KSMcPherson",29180,14334,14846,28101,507,1025,12.5,54881,0.404,9.3,88.1,NA,NA,"KS113","FBIDataToRight",NA,0,25,"USPSDToRight",0,0,0,0,0,1,"KS",15,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",104,0.464184462265205,1.15167408258709
"KS","Reno County",0,0,0,0,1,0,"wapo",966,965,20155,20155,66,1,11,9,69,"Reno","Reno","KSReno",64511,32315,32196,60300,2721,5209,15.1,41717,0.429,14.6,87.7,NA,NA,"KS155","FBIDataToRight",2,2,50,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.31320614632775,1.11922167985727
"KS","Saline County",0,0,0,0,1,0,"wapo",973,972,20169,20169,66,1,13,3,20,"Saline","Saline","KSSaline",55606,27675,27931,50595,2788,5403,17,43927,0.422,17.2,88.3,NA,NA,"KS169","FBIDataToRight",1,2,50,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.2184211113805,1.04623749257101
"KS","Sedgwick County",0,0,0,1,1,0,"wapo",975,974,20173,20173,66,102,184,209,288,"Sedgwick","Sedgwick","KSSedgwick",498365,246042,252323,405388,56002,64636,17.1,45996,0.444,15.3,87.7,NA,NA,"KS173","FBIDataToRight",8,19,604,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.10657446351781,1.00495968866406
"KS","Shawnee County",0,0,0,0,1,0,"wapo",977,976,20177,20177,138,1,5,0,14,"Shawnee","Shawnee","KSShawnee",177934,85996,91938,150653,19734,19303,15.3,45359,0.435,17.5,90,NA,NA,"KS177","FBIDataToRight",NA,6,196,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.65578412816164,1.11605707969879
"KS","Thomas County",0,0,0,0,1,0,"wapo",985,984,20193,20193,66,0,1,1,6,"Thomas","Thomas","KSThomas",7900,3884,4016,7664,72,370,17.2,45797,0.428,10.5,86.8,NA,NA,"KS193","FBIDataToRight",NA,0,9,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.955372545324143,1.13994969783463
"KS","Wyandotte County",0,0,1,0,1,0,"wapo",993,992,20209,20209,33,4,11,5,8,"Wyandotte","Wyandotte","KSWyandotte",157505,77702,79803,105600,43672,41633,23.7,37805,0.431,23.9,78.6,NA,NA,"KS209","FBIDataToRight",1,7,224,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.55768466331444,1.04602148389365
"KY","Barren County",1,0,0,0,0,0,"wapo",998,997,21009,21009,180,0,2,3,5,"Barren","Barren","KYBarren",42173,20464,21709,39512,2004,1110,19.2,38000,0.455,19.4,77,NA,NA,"KY009","FBIDataToRight",NA,0,12,"USPSDToRight",0,0,0,0,1,0,"KY",16,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",105,1.58355310915639,1.15314113947987
"KY","Caldwell County",1,0,0,0,0,0,"wapo",1010,1009,21033,21033,75,0,4,1,3,"Caldwell","Caldwell","KYCaldwell",12984,6258,6726,12082,782,129,18.8,36255,0.447,18.8,82.4,NA,NA,"KY033","FBIDataToRight",NA,0,9,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.45596993486122,1.2158854714311
"KY","Cumberland County",0,0,0,0,1,0,"wapo",1022,1021,21057,21057,180,NA,NA,0,1,"Cumberland","Cumberland","KYCumberland",6856,3366,3490,6570,236,63,23,27382,0.419,26.3,70.5,NA,NA,"KY057","FBIDataToRight",NA,0,1,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.954171075120887,1.12380192479011
"KY","Daviess County",1,0,0,0,0,0,"wapo",1023,1022,21059,21059,99,4,6,10,13,"Daviess","Daviess","KYDaviess",96656,46912,49744,89406,5865,2525,15.1,41878,0.438,16.2,86.7,NA,NA,"KY059","FBIDataToRight",1,1,38,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.74419716298982,1.11409743842673
"KY","Grayson County",0,0,0,0,1,0,"wapo",1036,1035,21085,21085,50,NA,NA,0,3,"Grayson","Grayson","KYGrayson",25746,13052,12694,25116,346,258,20.8,32970,0.434,20.8,72.2,NA,NA,"KY085","FBIDataToRight",NA,0,4,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.10253883158613,1.1788539720577
"KY","Hardin County",1,0,0,0,1,0,"wapo",1040,1039,21093,21093,50,8,10,8,10,"Hardin","Hardin","KYHardin",105543,52663,52880,86454,14469,5317,15.7,44203,0.41,14.7,87.4,NA,NA,"KY093","FBIDataToRight",1,2,23,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.34247969359128,1.04839148972482
"KY","Hopkins County",0,0,0,0,1,0,"wapo",1047,1046,21107,21107,99,1,8,4,19,"Hopkins","Hopkins","KYHopkins",46920,22805,24115,42607,3648,734,18.4,39738,0.442,19.3,77.8,NA,NA,"KY107","FBIDataToRight",1,1,19,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.13975957255041,1.11679017013372
"KY","Jefferson County",1,0,0,0,3,0,"wapo",1049,1048,21111,21111,50,410,173,488,476,"Jefferson","Jefferson","KYJefferson",741096,357699,383397,550776,165748,32542,16.1,42535,0.47,17.3,86.9,NA,NA,"KY111","FBIDataToRight",4,50,1119,"USPSDToRight",2,1,0,0,0,1,"KY",16,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,1,0,0,0,0,0,"BayesianPosterior",109,1.79452345496427,0.965785493907671
"KY","Jessamine County",0,0,0,0,1,0,"wapo",1050,1049,21113,21113,65,2,5,0,9,"Jessamine","Jessamine","KYJessamine",48586,23668,24918,45620,1948,1353,18.4,43503,0.469,16.1,85.2,NA,NA,"KY113","FBIDataToRight",NA,0,16,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.24071049375401,1.08122366977543
"KY","Kenton County",0,0,1,0,0,0,"wapo",1052,1051,21117,21117,32,5,14,6,24,"Kenton","Kenton","KYKenton",159720,78915,80805,147179,9303,4225,15.3,51049,0.433,13.3,87,NA,NA,"KY117","FBIDataToRight",1,1,66,"USPSDToRight",0,0,0,0,1,0,"KY",16,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,1,1,0,0,0,0,"BayesianPosterior",110,2.09446129278297,1.11724139156168
"KY","Knott County",0,0,0,0,1,0,"wapo",1053,1052,21119,21119,65,NA,NA,NA,NA,"Knott","Knott","KYKnott",16346,8148,8198,16097,148,99,17.6,30693,0.463,26.4,67.1,NA,NA,"KY119","FBIDataToRight",NA,0,1,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.00228073145712,1.23501790074972
"KY","Laurel County",0,0,0,0,0,1,"wapo",1056,1055,21125,21125,65,0,6,0,7,"Laurel","Laurel","KYLaurel",58849,28849,30000,57356,619,717,19.9,34712,0.471,24,74.2,NA,NA,"KY125","FBIDataToRight",NA,2,12,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.76091544825818,1.02242639357708
"KY","Logan County",0,0,0,0,1,0,"wapo",1064,1063,21141,21141,30,0,4,0,6,"Logan","Logan","KYLogan",26835,13130,13705,24481,2023,651,22.4,37316,0.456,17.9,74.2,NA,NA,"KY141","FBIDataToRight",NA,0,7,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.0670160447998,1.11243106787
"KY","Madison County",0,0,0,0,1,0,"wapo",1069,1068,21151,21151,65,2,19,9,24,"Madison","Madison","KYMadison",82916,40264,42652,76604,4476,1813,18.9,41945,0.443,21.4,83.8,NA,NA,"KY151","FBIDataToRight",NA,2,39,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.36520242106522,1.10154535079217
"KY","Magoffin County",0,0,0,0,1,0,"wapo",1070,1069,21153,21153,61,NA,NA,0,1,"Magoffin","Magoffin","KYMagoffin",13333,6676,6657,13188,29,95,17.6,28943,0.502,29.4,65.5,NA,NA,"KY153","FBIDataToRight",NA,0,1,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.986428924164336,1.12900739866373
"KY","Perry County",0,0,0,0,1,0,"wapo",1090,1089,21193,21193,65,0,3,0,5,"Perry","Perry","KYPerry",28712,14206,14506,27812,586,185,17.9,31604,0.539,28.7,68.7,NA,NA,"KY193","FBIDataToRight",NA,0,10,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.15922412656132,1.13005511069972
"KY","Rockcastle County",0,0,0,0,1,0,"wapo",1095,1094,21203,21203,65,0,1,NA,NA,"Rockcastle","Rockcastle","KYRockcastle",17056,8378,8678,16842,38,103,21,30900,0.503,23.9,68.5,NA,NA,"KY203","FBIDataToRight",NA,4,2,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.0001870071456,1.06672333425171
"LA","Avoyelles Parish",0,0,0,0,0,1,"wapo",1118,1117,22009,22009,179,6,0,50,84,"Avoyelles Parish","AvoyellesParish","LAAvoyellesParish",42073,21097,20976,28321,12922,606,20.2,31523,0.458,21.6,68.1,0.437579387,1,"LA009","FBIDataToRight",NA,2,104,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.497036652786874,1.08150923560961
"LA","Caddo Parish",3,0,0,0,0,0,"wapo",1122,1121,22017,22017,81,89,17,180,62,"Caddo Parish","CaddoParish","LACaddoParish",254969,121191,133778,126895,122582,6129,21.2,37739,0.502,19.5,84.3,0.435637178,491,"LA017","FBIDataToRight",NA,7,517,"USPSDToRight",1,1,0,0,0,0,"LA",17,"SouthernLawCenterDataToRight",1,1,0,0,0,0,1,0,4,0,0,0,0,"BayesianPosterior",113,1.88434995955416,1.06403757964203
"LA","East Baton Rouge Parish",4,0,0,0,0,0,"wapo",1130,1129,22033,22033,95,527,46,535,87,"East Baton Rouge Parish","EastBatonRougeParish","LAEastBatonRougeParish",440171,211488,228683,220884,203206,16274,18.4,44911,0.49,17.3,87.3,NA,NA,"LA033","FBIDataToRight",NA,55,803,"USPSDToRight",0,1,0,0,0,0,"LA",17,"SouthernLawCenterDataToRight",0,1,0,0,1,0,2,1,1,0,0,0,0,"BayesianPosterior",114,2.04263984755812,1.11567575652905
"LA","Evangeline Parish",0,0,0,0,1,0,"wapo",1133,1132,22039,22039,125,1,1,5,12,"Evangeline Parish","EvangelineParish","LAEvangelineParish",33984,17115,16869,23748,9919,776,19.3,31736,0.468,22.9,66.2,NA,NA,"LA039","FBIDataToRight",NA,1,39,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.10109036660278,1.14057703626347
"LA","Franklin Parish",0,0,0,0,1,0,"wapo",1134,1133,22041,22041,133,6,4,38,32,"Franklin Parish","FranklinParish","LAFranklinParish",20767,10072,10695,13973,6639,196,24.8,30105,0.482,27.4,69.5,0.447792855,162,"LA041","FBIDataToRight",NA,0,80,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.98134737757354,1.14974591874443
"LA","Jefferson Parish",2,0,0,0,1,0,"wapo",1139,1139,22051,22051,42,153,47,1180,1084,"Jefferson Parish","JeffersonParish","LAJeffersonParish",432552,210008,222544,290665,118609,53702,22.8,46500,0.458,16.2,82.4,NA,NA,"LA051","FBIDataToRight",NA,27,2910,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.86456029099119,1.0305828771425
"LA","Livingston Parish",0,0,0,0,1,0,"wapo",1145,1144,22063,22063,95,9,36,37,163,"Livingston Parish","LivingstonParish","LALivingstonParish",128026,63372,64654,118948,6994,3801,19.5,53125,0.4,12.5,83.5,0.420896267,34,"LA063","FBIDataToRight",NA,2,226,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.5025281229735,1.08359555189906
"LA","Orleans Parish",5,0,0,0,1,0,"wapo",1149,1148,22071,22071,42,NA,NA,0,1,"Orleans Parish","OrleansParish","LAOrleansParish",343829,166248,177581,118517,212111,18051,22.7,36525,0.541,27.1,83.4,NA,NA,"LA071","FBIDataToRight",NA,64,972,"USPSDToRight",3,3,0,0,1,0,"LA",17,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,1,2,1,0,0,1,"BayesianPosterior",116,1.36327884864136,0.999331714343049
"LA","Ouachita Parish",1,0,0,0,0,0,"wapo",1150,1149,22073,22073,133,26,9,56,46,"Ouachita Parish","OuachitaParish","LAOuachitaParish",153720,73530,80190,93816,57317,2760,22.9,37728,0.492,20.6,84.1,0.418279196,226,"LA073","FBIDataToRight",NA,7,330,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.91432297369937,1.1781231809259
"LA","Rapides Parish",1,0,0,0,1,0,"wapo",1153,1152,22079,22079,179,21,23,41,54,"Rapides Parish","RapidesParish","LARapidesParish",131613,63481,68132,84612,43229,3418,19.7,39693,0.472,19.6,82.1,0.43361409,74,"LA079","FBIDataToRight",NA,6,342,"USPSDToRight",0,0,0,0,1,0,"LA",17,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,0,2,0,0,0,0,"BayesianPosterior",117,1.29184070748051,1.04588701497192
"LA","St. Bernard Parish",1,0,0,0,0,0,"wapo",1157,1156,22087,22087,42,22,19,60,49,"St. Bernard Parish","St.BernardParish","LASt.BernardParish",35897,18162,17735,27586,6781,3309,25.5,38700,0.416,17.8,79.3,NA,NA,"LA087","FBIDataToRight",NA,1,167,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.56476011503186,1.10755278868557
"LA","St. Landry Parish",1,0,0,0,0,0,"wapo",1162,1161,22097,22097,125,21,8,145,40,"St. Landry Parish","St.LandryParish","LASt.LandryParish",83384,39876,43508,47199,35352,1321,19.6,33466,0.498,26.4,73,0.418857566,0,"LA097","FBIDataToRight",NA,15,259,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.71408998262585,1.09084772478449
"LA","St. Martin Parish",0,1,0,0,0,0,"wapo",1163,1162,22099,22099,125,3,3,37,35,"St. Martin Parish","St.MartinParish","LASt.MartinParish",52160,25697,26463,34867,16446,1071,21.1,39444,0.456,21.8,74.1,0.446962455,53,"LA099","FBIDataToRight",NA,0,96,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.76293827283611,1.13861801461117
"LA","St. Tammany Parish",0,0,0,0,2,0,"wapo",1165,1164,22103,22103,42,13,19,87,160,"St. Tammany Parish","St.TammanyParish","LASt.TammanyParish",233740,113973,119767,198646,28770,10970,18.1,59389,0.441,9.2,88,NA,NA,"LA103","FBIDataToRight",NA,10,333,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.44901413698232,1.00437991010498
"LA","Terrebonne Parish",0,0,0,0,1,0,"wapo",1168,1167,22109,22109,42,11,11,49,57,"Terrebonne Parish","TerrebonneParish","LATerrebonneParish",111860,55568,56292,80701,22166,4421,21.3,47847,0.449,18.3,73,NA,NA,"LA109","FBIDataToRight",NA,4,185,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.42638443706209,1.11009228997277
"MA","Bristol County",1,0,0,0,0,0,"wapo",1220,1218,25005,25005,48,34,91,123,555,"Bristol","Bristol","MABristol",548285,265516,282769,501818,28119,33020,5.5,51361,0.442,12.8,80.1,NA,NA,"MA005","FBIDataToRight",NA,2,882,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.4081116075503,1.02902662083662
"MA","Essex County",1,0,1,0,1,0,"wapo",1222,1220,25009,25009,6,21,74,93,629,"Essex","Essex","MAEssex",743159,356615,386544,656752,49374,122745,5.5,61604,0.471,10.4,88.2,NA,NA,"MA009","FBIDataToRight",7,7,882,"USPSDToRight",0,0,1,0,1,0,"MA",18,"SouthernLawCenterDataToRight",0,1,0,0,0,0,0,9,2,0,0,0,2,"BayesianPosterior",120,2.30720644815641,1.01952337353203
"MA","Hampden County",0,0,0,0,1,0,"wapo",1224,1222,25013,25013,106,33,81,75,329,"Hampden","Hampden","MAHampden",463490,222669,240821,391037,55309,96776,6.3,46356,0.459,17.1,83.2,NA,NA,"MA013","FBIDataToRight",NA,14,479,"USPSDToRight",1,1,1,0,0,0,"MA",18,"SouthernLawCenterDataToRight",2,0,0,0,0,0,0,0,1,0,0,0,3,"BayesianPosterior",121,2.09913349683832,1.05318280186884
"MA","Middlesex County",0,0,2,0,1,0,"wapo",1226,1224,25017,25017,6,15,101,145,718,"Middlesex","Middlesex","MAMiddlesex",1503085,730864,772221,1251008,87457,98350,4.5,75364,0.461,8.2,91.6,NA,NA,"MA017","FBIDataToRight",1,8,1387,"USPSDToRight",0,1,0,0,0,0,"MA",18,"SouthernLawCenterDataToRight",0,2,0,0,1,0,0,16,2,0,1,0,9,"BayesianPosterior",122,2.78178497724037,0.987082027758253
"MA","Norfolk County",0,0,0,0,1,0,"wapo",1228,1226,25021,25021,6,21,30,96,268,"Norfolk","Norfolk","MANorfolk",670850,321087,349763,559784,44893,22004,3.6,79899,0.47,6.3,93.1,NA,NA,"MA021","FBIDataToRight",2,12,549,"USPSDToRight",0,0,0,0,1,0,"MA",18,"SouthernLawCenterDataToRight",0,2,0,0,0,0,0,14,1,0,0,0,7,"BayesianPosterior",123,2.27089539717172,0.988322482028835
